application_id,age,monthly_income,loan_amount,previous_defaults,credit_score,default,leak_col_good,leak_col_subtle
502072,47,5920830,1115097,0,486,0,0,-0.019
502073,40,16557578,13062016,0,832,0,0,-0.013
502074,56,6780095,6609305,0,526,0,0,0.009
502075,34,17679693,8790489,1,563,0,0,0.033
502076,57,4921793,10795709,0,416,0,0,0.01
502077,56,14049641,6834075,0,797,0,0,-0.012
502078,57,9191929,4770888,0,488,0,0,-0.036
502079,44,16922604,9294553,0,606,0,0,-0.035
502080,56,14675952,5052850,1,724,0,0,0.032
502081,49,16085203,14657604,1,505,0,0,0.013
502082,35,19093294,14605485,0,444,0,0,0.006
502083,59,17930100,4386129,0,722,0,0,-0.019
502084,25,8236359,3436660,1,831,0,0,0.035
502085,53,14774704,6366166,0,594,0,0,-0.001
502086,59,4560740,14747419,0,497,0,0,-0.013
502087,21,10127491,12000292,0,753,0,0,0.003
502088,54,7066333,3991812,0,376,0,0,-0.069
502089,28,10071539,6232444,0,654,0,0,0.001
502090,44,5843445,9352211,0,665,0,0,-0.009
502091,43,13167859,6244131,0,454,0,0,0.052
502092,56,11168617,9528868,0,456,0,0,-0.025
502093,33,17151426,10797281,1,559,0,0,0.024
502094,57,4763020,14379661,0,751,0,0,-0.017
502095,38,18706182,14231278,0,458,0,0,0.039
502096,30,12597898,11269466,0,728,0,0,0.043
502097,24,15973298,14630337,0,636,0,0,-0.023
502098,27,11690804,10783304,0,626,0,0,-0.01
502099,56,5059873,1578762,0,591,0,0,-0.016
502100,42,6010089,10384245,0,832,0,0,0.06
502101,32,15732362,5073092,0,578,0,0,-0.004
502102,44,7620921,14324490,0,333,0,0,0.018
502103,57,12059255,11242562,0,655,0,0,-0.018
502104,28,18109619,1464217,0,399,0,0,0.012
502105,40,10435102,5862861,0,567,0,0,-0.008
502106,38,9736218,5787976,0,731,0,0,0.002
502107,45,7974310,9803319,0,513,0,0,-0.046
502108,43,18234567,3021074,0,671,0,0,-0.014
502109,58,16698602,8677360,0,505,0,0,0.034
502110,38,12660846,14360697,0,822,0,0,-0.045
502111,31,14655947,13376535,2,777,0,0,-0.038
502112,59,14120679,5310861,2,593,0,0,-0.022
502113,34,4084903,13554377,0,469,0,0,0.01
502114,42,7156728,10243004,0,434,0,0,0.054
502115,58,5503628,2348486,0,430,0,0,-0.042
502116,35,3219501,10961100,0,634,0,0,0.045
502117,25,14646208,13252962,0,668,0,0,-0.026
502118,25,15587680,13999356,0,457,0,0,-0.025
502119,39,10162043,1521054,0,554,0,0,0.008
502120,54,4166566,1363557,0,528,0,0,-0.023
502121,36,7513825,10351913,0,607,0,0,-0.009
502122,41,19889632,13626596,1,508,0,0,-0.018
502123,52,11334691,12549684,0,447,0,0,0.005
502124,39,16594194,2819205,0,560,0,0,0.033
502125,44,19115348,10386503,1,811,0,0,-0.048
502126,55,9822378,8119940,0,509,0,0,-0.009
502127,38,7303595,6752137,0,510,0,0,0.015
502128,34,17000304,2016086,1,529,0,0,0.037
502129,42,3783370,11549632,1,700,0,0,-0.051
502130,59,13527354,12783948,0,662,0,0,0.006
502131,50,18440089,2195108,0,813,0,0,-0.032
502132,32,3881796,6203865,0,478,0,0,-0.024
502133,32,15391995,6132882,0,548,0,0,0.038
502134,50,16104285,14368409,0,684,0,0,0.048
502135,23,12132609,1775611,0,622,0,0,-0.015
502136,52,16920399,7308913,0,463,0,0,-0.029
502137,47,18494475,9732338,0,613,0,0,-0.069
502138,48,6590998,6263337,0,338,0,0,0.016
502139,38,10889964,3717752,0,407,0,0,-0.048
502140,45,3807554,2635777,0,783,0,0,0.054
502141,35,10558605,8838674,0,720,0,0,0.008
502142,47,15709452,14844811,0,697,0,0,-0.02
502143,35,4140892,1977131,0,619,0,0,-0.001
502144,50,14802784,7584354,0,837,0,0,0.002
502145,31,9503417,2946847,0,691,0,0,0.015
502146,34,3086794,13853172,0,762,0,0,-0.013
502147,48,13837825,8937612,0,816,0,0,-0.023
502148,28,14604190,5313059,1,524,0,0,-0.043
502149,31,12812879,4366848,0,548,0,0,0.018
502150,34,13907371,9529696,0,335,0,0,-0.038
502151,42,14119396,3262708,0,412,0,0,-0.063
502152,45,17300309,7855683,1,742,0,0,-0.024
502153,30,8537197,4947639,0,783,0,0,-0.007
502154,56,11630818,14646593,2,553,0,0,-0.013
502155,59,6248006,4327495,0,686,0,0,0.032
502156,44,9191921,2109583,0,721,0,0,-0.015
502157,26,3904460,6224725,0,770,0,0,-0.019
502158,53,15213788,2500744,0,419,0,0,0.028
502159,42,15555569,1947066,0,506,0,0,-0.002
502160,40,16013007,5318965,1,320,0,0,0.043
502161,31,7973601,9624582,2,319,0,0,-0.012
502162,55,10881040,11768615,0,511,0,0,0.001
502163,55,5123554,3265468,0,672,0,0,-0.052
502164,21,13670772,8915728,0,728,0,0,-0.006
502165,46,6917796,13033821,0,619,0,0,-0.009
502166,34,9808140,7245450,0,616,0,0,-0.063
502167,22,7046484,12965354,1,608,0,0,-0.015
502168,25,15882982,6548214,1,495,0,0,0.007
502169,59,5360832,5281670,0,483,0,0,-0.047
502170,35,16952332,6184572,0,392,0,0,0.025
502171,41,3244592,2844034,1,654,0,0,-0.037
502172,49,17451031,6613338,1,521,0,0,0.005
502173,41,17435683,7236253,0,741,0,0,0.054
502174,58,6740598,1930735,0,592,0,0,0.008
502175,56,17844749,12564988,0,816,0,0,-0.013
502176,34,10712129,10999887,0,844,0,0,0.0
502177,53,3569708,6993101,0,400,0,0,0.035
502178,43,8760246,2546163,0,749,0,0,-0.007
502179,28,5839363,9993365,0,407,0,0,-0.043
502180,40,16538366,2162097,0,789,0,0,-0.021
502181,58,3166487,11385299,0,731,0,0,-0.018
502182,58,19899013,1957193,0,339,0,0,-0.009
502183,21,14134049,14335097,0,551,0,0,0.039
502184,24,12739770,13407580,1,719,0,0,-0.016
502185,34,12631213,14841027,0,450,0,0,0.06
502186,42,10104778,8517662,0,315,0,0,-0.019
502187,32,3845535,3497924,0,371,0,0,-0.042
502188,45,12704733,4341349,0,820,0,0,-0.023
502189,27,3821826,14504885,0,481,0,0,-0.002
502190,27,5657967,4033560,0,749,0,0,-0.027
502191,59,15035343,13781067,0,346,0,0,0.049
502192,26,5836709,2953843,0,382,0,0,-0.055
502193,39,17711509,2153374,0,371,0,0,-0.035
502194,43,7959845,8278410,1,508,0,0,-0.065
502195,30,12853899,14042506,0,624,0,0,-0.012
502196,28,4468621,1861254,2,757,0,0,0.009
502197,56,9662503,3817911,0,430,0,0,-0.032
502198,27,3091013,12423553,0,494,0,0,-0.008
502199,23,15529816,13795200,0,337,0,0,-0.028
502200,28,14918980,10859912,0,711,0,0,-0.002
502201,33,13662197,13484653,1,743,0,0,0.018
502202,51,9712770,6370483,0,707,0,0,-0.003
502203,33,16627843,4134307,0,496,0,0,0.039
502204,46,16273355,3961756,1,369,0,0,-0.036
502205,22,11879321,3945289,2,482,0,0,0.035
502206,23,18260404,1448090,0,580,0,0,-0.051
502207,35,16629274,14703186,0,434,0,0,0.018
502208,22,10725415,2624914,0,458,0,0,-0.039
502209,37,14633776,4645044,0,302,0,0,-0.068
502210,58,11843165,3977396,0,509,0,0,0.004
502211,31,14408548,14303059,1,363,0,0,-0.001
502212,25,10532265,9527476,2,776,0,0,-0.087
502213,26,19266299,10296834,0,620,0,0,-0.021
502214,23,18665731,11310933,0,414,0,0,-0.004
502215,43,19016035,8252437,1,810,0,0,0.019
502216,52,4558808,6390812,0,595,0,0,0.033
502217,24,11176647,4485607,1,588,0,0,-0.01
502218,49,17828824,10335513,1,794,0,0,0.004
502219,37,8453341,5379566,0,334,0,0,0.021
502220,51,6912014,4833534,0,794,0,0,0.021
502221,55,4249467,12291477,0,652,0,0,0.015
502222,41,5918116,13219301,0,495,0,0,0.038
502223,43,13763716,13610184,0,846,0,0,0.032
502224,51,4706025,5430804,0,373,0,0,0.001
502225,21,10118851,8675491,0,757,0,0,-0.025
502226,31,8878069,4413681,0,343,0,0,0.005
502227,21,7469534,11217148,0,508,0,0,0.039
502228,27,6445839,2709551,0,649,0,0,-0.028
502229,33,7849072,11111839,0,566,0,0,0.039
502230,40,12191732,5581727,2,824,0,0,-0.012
502231,26,5631055,10990269,0,834,0,0,-0.069
502232,50,15967287,3053345,0,373,0,0,-0.02
502233,26,12858226,9661820,0,583,0,0,-0.04
502234,54,3188658,12925398,0,700,0,0,-0.033
502235,55,12816340,9429685,1,833,0,0,0.074
502236,40,3123560,13627407,0,637,0,0,-0.015
502237,58,19369975,5332773,2,709,0,0,0.005
502238,50,18383953,6523696,0,472,0,0,0.01
502239,53,12273358,5567042,0,568,0,0,-0.007
502240,44,14357377,6399020,0,337,0,0,-0.043
502241,51,11037117,14490369,0,526,0,0,-0.032
502242,36,6081023,4501219,0,555,0,0,-0.024
502243,36,7652266,1100168,0,382,0,0,-0.023
502244,47,3872120,7459258,0,732,0,0,0.01
502245,56,14020606,6242331,0,569,0,0,-0.002
502246,42,5020679,1321751,0,654,0,0,-0.011
502247,35,7104406,6227948,0,427,0,0,0.001
502248,21,9414327,14396955,0,783,0,0,-0.034
502249,48,12066757,2771462,0,365,0,0,-0.037
502250,53,14152057,11665049,0,776,0,0,0.006
502251,56,19641307,5454189,0,579,0,0,-0.02
502252,35,18923832,6522752,2,570,0,0,0.01
502253,51,18851963,5021864,0,755,0,0,0.046
502254,26,11787075,4155820,1,302,0,0,0.037
502255,24,10223836,12814504,2,541,0,0,0.005
502256,40,14196136,10029538,0,566,0,0,0.004
502257,24,5419310,1955217,0,816,0,0,0.032
502258,30,12827953,13548300,1,651,0,0,0.046
502259,27,14571162,2415567,2,849,0,0,0.009
502260,47,9593066,2884718,0,726,0,0,0.06
502261,26,16447523,13410994,0,701,0,0,0.024
502262,51,17364573,2750876,0,685,0,0,0.007
502263,56,18155676,3793236,1,485,0,0,-0.033
502264,47,12597595,4201001,0,716,0,0,0.032
502265,33,19680999,13389768,1,620,0,0,-0.015
502266,31,4608660,9558556,0,362,0,0,0.008
502267,29,19939812,1413387,0,772,0,0,-0.066
502268,28,4151290,6447943,0,330,0,0,-0.029
502269,30,9967742,2622345,0,507,0,0,0.034
502270,22,8740408,11956257,0,312,0,0,-0.045
502271,44,18658224,9280238,0,454,0,0,0.026
502272,55,6279508,6280979,1,612,0,0,-0.032
502273,54,6569450,4651279,0,441,0,0,-0.042
502274,31,12988311,12074473,1,351,0,0,-0.009
502275,21,5954598,2126764,0,379,0,0,-0.056
502276,25,5984064,12262346,0,756,0,0,-0.031
502277,47,9373226,12430456,0,521,0,0,0.02
502278,27,8507646,2367791,0,692,0,0,0.035
502279,57,3943533,6241293,0,466,0,0,-0.009
502280,58,9141928,7928734,0,646,0,0,0.035
502281,21,7353067,10363326,0,818,0,0,-0.024
502282,52,9178989,10001383,0,790,0,0,-0.02
502283,37,4202748,9418034,0,786,0,0,-0.039
502284,38,16851787,6914273,1,763,0,0,-0.039
502285,24,8141730,2333635,0,416,0,0,0.009
502286,33,6612052,12446961,0,699,0,0,-0.032
502287,25,16029567,10338105,0,402,0,0,0.0
502288,42,6827839,2438511,0,395,0,0,-0.025
502289,46,17218759,14609350,0,762,0,0,0.036
502290,24,9922423,11813823,0,844,0,0,-0.012
502291,43,9414471,3829993,0,448,0,0,0.009
502292,25,12908908,6919845,0,778,0,0,-0.044
502293,29,12044321,6535168,0,722,0,0,0.011
502294,33,11991895,12276081,1,315,0,0,-0.019
502295,29,8959700,11141305,1,728,0,0,0.007
502296,24,14252146,4771949,1,370,0,0,-0.003
502297,46,3685788,2528663,0,331,0,0,-0.001
502298,34,19791421,3021467,0,470,0,0,0.027
502299,22,15502971,4491660,0,713,0,0,-0.008
502300,51,17864067,7762633,0,437,0,0,0.044
502301,46,8131924,8494425,0,440,0,0,-0.008
502302,22,4661848,13218237,0,613,0,0,-0.015
502303,57,11924500,11050945,0,834,0,0,0.032
502304,22,11038719,14704416,0,753,0,0,-0.03
502305,48,5117031,9900955,0,715,0,0,0.005
502306,43,15609405,11037957,0,503,0,0,0.044
502307,27,19791044,1461241,0,398,0,0,-0.028
502308,59,7230951,14171962,0,748,0,0,-0.051
502309,42,14500193,6093938,0,535,0,0,0.044
502310,56,4956271,12661904,0,708,0,0,0.042
502311,21,7771816,11108159,0,588,0,0,0.0
502312,54,3646018,9184288,0,351,0,0,-0.04
502313,24,14135031,13800846,1,362,0,0,0.047
502314,55,12956206,4450029,0,839,0,0,0.013
502315,51,4461575,11919753,0,627,0,0,0.022
502316,53,8240846,13672860,0,557,0,0,-0.002
502317,25,3596245,12463985,0,430,0,0,0.037
502318,31,7891557,8730219,1,719,0,0,0.028
502319,52,9818767,11181205,0,508,0,0,0.034
502320,21,3739416,8314918,0,318,0,0,0.008
502321,26,19109334,4733773,1,392,0,0,-0.009
502322,48,12097723,6187265,0,489,0,0,-0.003
502323,37,14103297,8562928,0,552,0,0,-0.005
502324,31,5052992,1888773,0,766,0,0,-0.029
502325,47,17777070,1550482,1,527,0,0,-0.032
502326,32,14023852,6047450,0,329,0,0,-0.064
502327,33,6978530,4346885,0,416,0,0,-0.07
502328,51,19419899,2814521,1,397,0,0,0.03
502329,55,19702725,9121932,0,447,0,0,0.004
502330,45,10043957,1332278,2,480,0,0,0.021
502331,50,13981971,9300590,1,504,0,0,-0.03
502332,56,9599600,3352315,0,437,0,0,-0.003
502333,41,19738841,14587081,0,536,0,0,-0.006
502334,56,12296093,5736188,0,407,0,0,0.019
502335,48,16174019,12560231,0,791,0,0,-0.02
502336,47,3737348,4203294,0,621,0,0,0.018
502337,32,8523433,8511128,0,681,0,0,0.008
502338,30,6842056,6849797,0,554,0,0,0.015
502339,46,19638232,2865035,0,738,0,0,0.033
502340,49,18091239,13669378,0,793,0,0,-0.024
502341,26,16063362,12374190,0,365,0,0,-0.03
502342,45,3672186,1596209,1,756,0,0,-0.021
502343,28,12174986,10540758,0,666,0,0,-0.017
502344,31,10102772,13619200,0,707,0,0,0.052
502345,37,16172526,6063758,1,756,0,0,-0.069
502346,58,14310652,7362599,2,729,0,0,0.009
502347,33,12107697,6928524,1,520,0,0,0.005
502348,35,19752367,13456357,0,435,0,0,0.011
502349,39,7283795,14525645,1,311,1,1,0.968
502350,39,4789896,12774088,0,429,1,1,1.023
502351,30,7993077,13451163,0,651,0,0,0.058
502352,48,6040500,5162336,0,772,0,0,-0.017
502353,57,17680263,3821108,1,844,0,0,-0.075
502354,45,16294002,1380704,0,443,0,0,-0.041
502355,35,12731880,11917804,2,692,0,0,-0.038
502356,55,17438963,8596326,0,482,0,0,-0.009
502357,36,6248783,13822304,1,413,0,0,-0.026
502358,57,10790356,8315793,0,441,0,0,-0.033
502359,47,18592321,6373721,0,313,0,0,0.0
502360,25,17711108,7441186,0,556,0,0,0.017
502361,44,4558088,4803381,0,771,0,0,-0.022
502362,22,7924410,8311718,0,347,0,0,0.024
502363,55,14179247,3802897,0,801,0,0,0.051
502364,53,19874385,8551392,1,468,0,0,-0.04
502365,52,15833982,9081297,0,544,0,0,-0.019
502366,52,11967173,8247735,0,484,0,0,-0.042
502367,36,4845146,6964700,0,442,0,0,0.037
502368,58,15002800,8766760,0,554,0,0,-0.003
502369,43,4764277,7152583,0,444,0,0,0.016
502370,46,19844190,11219440,1,403,0,0,0.007
502371,25,19879551,1777793,1,408,0,0,-0.001
502372,27,17849231,5599118,0,730,0,0,0.015
502373,54,15984849,11542173,0,309,0,0,0.046
502374,30,13490617,1819502,1,334,0,0,-0.061
502375,42,4656913,4525798,0,660,0,0,0.018
502376,41,3850770,10085143,2,498,0,0,-0.014
502377,39,3097670,1243560,1,653,0,0,0.038
502378,59,14121208,2434867,0,748,0,0,0.003
502379,45,8060043,9014987,0,624,0,0,0.033
502380,33,6032885,7130723,0,764,0,0,0.016
502381,39,8598735,5664845,0,347,0,0,-0.005
502382,27,18469971,4725290,0,575,0,0,-0.001
502383,51,14868062,6223903,0,345,0,0,-0.001
502384,22,8966615,8351090,0,397,0,0,0.062
502385,24,6718206,3343245,1,847,0,0,-0.045
502386,21,10094615,3359167,0,538,0,0,0.027
502387,43,18863406,2944723,0,812,0,0,-0.024
502388,37,16470886,3434444,0,349,0,0,0.0
502389,42,3963355,5997293,0,328,0,0,-0.026
502390,55,18141498,14638572,0,319,0,0,-0.001
502391,28,6290884,2392669,0,328,0,0,-0.05
502392,27,18151820,11989159,0,315,0,0,0.019
502393,21,8644035,1007568,0,635,0,0,-0.027
502394,45,17758106,11937311,0,783,0,0,0.012
502395,44,13261897,6792555,1,536,0,0,-0.008
502396,53,8450326,13698235,0,723,0,0,0.065
502397,31,5990811,1288338,1,643,0,0,0.035
502398,52,4206092,5222024,0,700,0,0,-0.013
502399,49,16828259,5841023,1,447,0,0,-0.027
502400,21,8440954,5271065,0,323,0,0,0.01
502401,28,8411487,9254075,0,725,0,0,0.072
502402,49,14146604,2468544,0,768,0,0,0.036
502403,51,16774820,4066672,1,508,0,0,0.015
502404,55,7844288,4113227,0,586,0,0,0.029
502405,27,9448337,1735467,0,312,0,0,0.008
502406,51,14212876,9933403,2,648,0,0,0.034
502407,52,14991768,6472364,1,378,0,0,0.012
502408,50,3821928,12710779,0,569,0,0,-0.017
502409,32,18010825,14086924,0,715,0,0,-0.042
502410,55,11964212,6483764,0,746,0,0,0.038
502411,30,6475331,5894314,0,501,0,0,0.002
502412,46,7933828,14081075,0,638,0,0,0.002
502413,25,5274987,1292404,0,622,0,0,-0.004
502414,43,14200698,12141044,0,843,0,0,0.052
502415,29,7388071,12029002,0,812,0,0,-0.031
502416,53,9868083,6785483,1,657,0,0,-0.022
502417,57,16742043,3556118,0,408,0,0,0.014
502418,50,9200906,9826425,0,715,0,0,0.031
502419,53,6428950,11321454,0,749,0,0,-0.035
502420,22,10456334,1730174,1,655,0,0,0.016
502421,24,5206522,9113544,0,638,0,0,0.008
502422,46,15892772,14501407,0,547,0,0,0.001
502423,50,19607526,6196226,0,304,0,0,0.058
502424,55,16562350,3413439,0,310,0,0,-0.059
502425,30,8060239,10783814,0,326,0,0,-0.038
502426,51,12802022,1240005,1,562,0,0,0.038
502427,35,16336452,6190050,0,476,0,0,-0.002
502428,41,14769906,12173814,0,341,0,0,0.047
502429,26,5702949,13478875,0,320,0,0,0.063
502430,21,13665113,4511062,0,808,0,0,0.022
502431,30,3031725,9225673,1,584,0,0,-0.004
502432,22,17303383,1032080,0,462,0,0,0.042
502433,29,9530626,2978165,0,848,0,0,0.02
502434,37,10326581,14992718,0,730,0,0,-0.043
502435,36,9844917,1834957,0,652,0,0,0.022
502436,22,7999183,2815306,0,711,0,0,0.09
502437,36,14913888,5785974,1,495,0,0,0.013
502438,55,11407411,6306460,0,412,0,0,-0.006
502439,48,5543599,14031313,2,836,0,0,-0.015
502440,33,8336664,11359833,1,511,0,0,-0.01
502441,26,14738486,10993262,0,610,0,0,-0.008
502442,45,3137601,7008306,0,343,0,0,-0.005
502443,59,5093352,11281688,0,532,0,0,-0.009
502444,46,6828926,11273703,1,549,0,0,0.033
502445,35,14489233,5508074,0,764,0,0,0.013
502446,22,4379645,8761344,0,347,0,0,0.032
502447,42,3106579,5382466,1,526,0,0,-0.029
502448,48,14665781,10451794,0,800,0,0,-0.002
502449,37,9183116,8977354,0,837,0,0,0.002
502450,43,19524173,4163007,0,437,0,0,-0.016
502451,35,5124118,9135026,1,495,0,0,-0.008
502452,58,18965511,10948497,0,408,0,0,-0.041
502453,54,3231066,7295533,0,625,0,0,-0.029
502454,50,18039461,9110477,0,437,0,0,0.021
502455,21,5146907,10172556,0,541,0,0,0.021
502456,36,17078809,2358674,1,375,0,0,-0.039
502457,45,14392349,13905259,0,323,0,0,-0.009
502458,43,17462633,6327282,1,372,0,0,-0.029
502459,53,15479263,10633823,1,632,0,0,-0.024
502460,54,5518563,3884394,1,424,0,0,-0.066
502461,29,14709321,8845280,0,448,0,0,-0.035
502462,36,8819604,6063173,0,768,0,0,-0.028
502463,57,13919478,14800605,0,612,0,0,0.007
502464,25,3302534,3177609,0,301,0,0,0.007
502465,32,17663704,6534365,0,508,0,0,-0.003
502466,25,13321313,3222152,0,553,0,0,0.025
502467,43,5730036,13948613,0,542,0,0,0.026
502468,28,4605867,2883884,0,329,0,0,0.013
502469,55,8320155,9777029,0,610,0,0,0.008
502470,36,13645852,1534227,0,310,0,0,-0.041
502471,40,12166521,2815248,0,836,0,0,0.021
502472,48,15550034,13347905,2,718,0,0,0.021
502473,50,11430355,8670793,0,388,0,0,0.004
502474,31,3903653,12322428,0,622,0,0,0.029
502475,37,14292904,11035712,1,385,0,0,-0.024
502476,30,18607879,2853729,0,426,0,0,0.003
502477,44,4821437,9303342,0,579,0,0,-0.003
502478,51,18332603,12284212,0,443,0,0,0.048
502479,31,8931014,3868003,0,437,0,0,-0.011
502480,28,4824708,2810599,0,749,0,0,-0.008
502481,51,17462920,2258866,0,780,0,0,0.006
502482,57,12118739,11486675,0,572,0,0,0.028
502483,57,7895832,13920031,0,740,0,0,-0.041
502484,53,19902483,2840695,0,502,0,0,0.019
502485,29,18246391,6208379,0,752,0,0,-0.036
502486,23,13974917,1904870,1,445,0,0,0.005
502487,33,15045539,8210453,0,601,0,0,-0.045
502488,48,3411007,4965060,0,528,0,0,-0.014
502489,44,16635005,9268608,0,539,0,0,0.013
502490,30,11229667,6884638,0,429,0,0,-0.015
502491,57,4849107,5547601,0,658,0,0,0.033
502492,35,10358957,4233860,0,838,0,0,0.018
502493,48,10022106,4809341,0,662,0,0,-0.011
502494,57,10650180,7946648,1,647,0,0,0.034
502495,21,16409709,2594694,0,327,0,0,0.024
502496,33,17103865,1166285,0,808,0,0,0.027
502497,24,6555280,5995974,0,348,0,0,0.024
502498,50,5380538,8494749,0,808,0,0,-0.033
502499,23,13361309,3937232,0,649,0,0,0.006
502500,40,18235798,4359116,0,406,0,0,0.014
502501,55,8617560,4139991,0,390,0,0,0.036
502502,47,19925480,6104446,0,388,0,0,-0.031
502503,32,13590437,2736587,1,303,0,0,0.039
502504,36,9104352,11579601,1,845,0,0,0.01
502505,52,4192675,7741142,0,605,0,0,-0.022
502506,53,5236453,3328981,0,579,0,0,-0.015
502507,36,8705020,3137899,0,677,0,0,0.059
502508,49,15255759,2009944,0,331,0,0,-0.032
502509,47,16039829,2760867,0,671,0,0,-0.008
502510,51,13334804,1861076,0,615,0,0,-0.013
502511,44,8337899,11935919,0,354,0,0,0.015
502512,51,18132190,14144045,0,663,0,0,-0.018
502513,29,17629982,12382331,0,715,0,0,0.027
502514,56,8372570,14882868,0,664,0,0,0.044
502515,26,10066280,2788413,0,679,0,0,-0.07
502516,50,12549570,1171911,0,390,0,0,-0.049
502517,46,7668119,10436272,0,367,0,0,0.04
502518,27,13489993,2339509,0,455,0,0,0.002
502519,28,5309176,2161732,1,346,0,0,0.045
502520,31,16361010,3130625,0,664,0,0,0.017
502521,23,17990045,1188595,0,565,0,0,-0.005
502522,24,9215643,3814337,1,552,0,0,-0.051
502523,53,4765065,4605717,1,637,0,0,-0.044
502524,40,6279073,4584852,0,384,0,0,0.031
502525,25,4022236,8166059,0,827,0,0,0.037
502526,54,16792647,8419312,0,463,0,0,0.002
502527,34,4288870,3760144,0,318,0,0,-0.045
502528,33,12614737,2480871,0,336,0,0,0.052
502529,44,13256072,2471676,0,484,0,0,0.062
502530,50,4637141,12855646,0,576,0,0,0.036
502531,31,18923857,14017176,0,539,0,0,0.019
502532,29,12714340,3338182,0,396,0,0,0.018
502533,33,15872864,3117656,1,785,0,0,-0.061
502534,33,10738287,9272849,0,733,0,0,0.05
502535,52,7957932,11889311,1,480,0,0,0.056
502536,27,16037953,1198777,1,436,0,0,0.041
502537,31,19261145,11037945,0,385,0,0,-0.047
502538,21,17980355,1656956,0,418,0,0,0.036
502539,48,18550963,3029550,2,356,0,0,-0.01
502540,28,13024201,2012749,0,646,0,0,-0.001
502541,35,14073776,1449903,0,386,0,0,-0.044
502542,25,10386928,14942917,1,393,0,0,-0.054
502543,42,3417319,7933622,1,494,0,0,-0.055
502544,40,4093077,14190678,0,639,0,0,-0.011
502545,24,4548818,11079310,0,704,0,0,-0.059
502546,45,5586848,8997397,1,698,0,0,-0.027
502547,36,11231728,10470914,0,674,0,0,-0.003
502548,47,7526469,7494636,0,477,0,0,-0.005
502549,49,18958934,9206763,0,730,0,0,-0.006
502550,32,10445246,2040776,0,383,0,0,-0.009
502551,27,15220363,1467396,0,577,0,0,-0.009
502552,44,15095575,1218239,0,806,0,0,-0.019
502553,25,12158888,10494236,1,674,0,0,-0.005
502554,53,17244591,7328032,0,647,0,0,0.011
502555,58,12988132,2932471,0,548,0,0,-0.039
502556,26,13736987,8653053,0,760,0,0,0.033
502557,28,17838042,12875348,1,678,0,0,-0.016
502558,42,14297901,6032538,0,446,0,0,-0.045
502559,34,10552461,2355143,0,387,0,0,0.008
502560,29,12399657,2652373,0,532,0,0,0.037
502561,33,4251886,14839280,1,620,0,0,-0.051
502562,52,12414939,2730568,0,737,0,0,-0.055
502563,34,12726657,9380075,0,327,1,1,1.041
502564,55,14917236,13414885,0,774,0,0,-0.041
502565,45,9162478,9576860,0,780,0,0,-0.042
502566,51,17041260,13251989,1,707,0,0,0.017
502567,40,9432961,9398659,0,492,0,0,-0.047
502568,57,13968559,14801436,0,663,0,0,0.014
502569,27,15085878,7042600,0,563,0,0,0.012
502570,30,4451483,9309196,0,792,0,0,-0.053
502571,26,5503190,4896023,0,301,0,0,-0.069
502572,45,10734163,7759553,1,445,0,0,-0.039
502573,26,13228965,7731138,0,762,0,0,0.043
502574,37,10399471,14584014,0,424,0,0,-0.018
502575,42,9975077,7555351,0,488,0,0,-0.029
502576,43,13680317,14868593,0,723,0,0,-0.034
502577,49,15026350,3091417,0,303,0,0,0.014
502578,27,18169853,8081575,0,619,0,0,0.002
502579,55,16106016,10284590,0,466,0,0,-0.02
502580,59,19086352,2518084,0,760,0,0,-0.05
502581,40,4764272,12573959,0,565,0,0,0.01
502582,46,16729895,4969197,0,677,0,0,-0.027
502583,49,8934595,7319142,0,528,0,0,0.005
502584,49,18936268,8544173,1,663,0,0,-0.05
502585,27,9409612,6747550,1,717,0,0,0.043
502586,54,15265311,13902203,0,797,0,0,-0.012
502587,25,10114154,13097661,0,728,0,0,0.016
502588,33,15752779,4958727,0,414,0,0,0.022
502589,26,13052692,14548282,1,309,0,0,-0.066
502590,52,13468328,1427135,0,675,0,0,-0.039
502591,56,3641798,2783702,0,504,0,0,0.001
502592,53,4269546,6974502,1,510,0,0,-0.079
502593,53,16672111,5928241,1,814,0,0,-0.046
502594,39,7086489,9992204,0,668,0,0,0.031
502595,38,10213721,6651384,1,436,0,0,0.013
502596,34,15472947,11544299,1,672,0,0,0.008
502597,41,8001911,6165390,1,366,0,0,0.034
502598,59,14779751,6351724,0,303,0,0,0.041
502599,54,17470247,4617371,0,328,0,0,0.038
502600,51,12895566,4428527,0,330,0,0,-0.005
502601,37,6204830,1416989,0,743,0,0,-0.054
502602,27,13742628,10049614,0,321,0,0,-0.032
502603,41,12389473,12487909,0,403,0,0,-0.015
502604,27,6072223,8456647,0,749,0,0,0.019
502605,21,15150168,8716525,0,471,0,0,-0.054
502606,42,11492509,8873020,0,695,0,0,0.017
502607,42,6659303,2342886,0,833,0,0,-0.001
502608,43,15978095,1213682,2,804,0,0,-0.009
502609,48,4330150,14743777,0,660,0,0,0.089
502610,50,13473579,2201443,0,516,0,0,-0.033
502611,30,3408454,8361555,0,459,0,0,0.022
502612,32,16791344,12872107,0,820,0,0,-0.021
502613,36,4705828,1855595,0,401,0,0,0.026
502614,41,9572161,6506604,0,491,0,0,-0.055
502615,33,10003838,8552302,0,654,0,0,-0.013
502616,24,13171204,5872724,0,475,0,0,-0.007
502617,57,11242413,1923502,0,459,0,0,0.021
