order_id,customer_id,order_date,payment_value,decoy_flag,decoy_noise
102664,374,2024-10-17,257.62,C,274.27
102665,572,2024-04-24,440.93,C,381.36
102666,874,2024-01-15,141.03,C,131.84
102667,754,2024-06-09,137.4,C,136.82
102668,446,2024-01-08,320.46,B,228.21
102669,379,2024-04-12,399.4,B,421.46
102670,531,2024-01-29,56.57,B,140.69
102671,395,2024-05-06,610.02,C,615.56
102672,590,2024-05-01,114.22,C,118.59
102673,356,2024-04-08,199.39,C,201.94
102674,976,2024-04-03,254.67,B,211.98
102675,643,2024-01-22,351.41,C,316.91
102676,441,2024-01-06,284.57,C,339.41
102677,214,2024-01-31,178.77,D,188.13
102678,128,2024-01-12,282.58,C,225.34
102679,512,2024-03-12,124.95,C,110.33
102680,619,2024-01-26,105.69,C,127.03
102681,453,2024-08-10,174.28,C,198.93
102682,693,2024-03-02,385.21,C,416.52
102683,706,2024-04-13,250.48,B,305.96
102684,908,2024-01-09,116.6,C,128.26
102685,318,2024-04-28,158.02,B,161.58
102686,45,2024-06-02,331.9,C,314.58
102687,57,2024-02-10,206.6,B,245.1
102688,386,2024-02-25,188.17,C,152.02
102689,869,2024-03-27,191.37,C,163.15
102690,183,2024-01-12,59.57,B,95.62
102691,787,2024-02-11,27.38,B,0.64
102692,317,2024-01-31,359.0,C,420.12
102693,408,2024-01-10,173.32,A,149.89
102694,517,2024-01-28,195.27,C,182.38
102695,666,2024-01-05,119.81,D,146.42
102696,476,2024-01-02,446.01,C,421.5
102697,931,2024-01-09,111.21,C,82.32
102698,19,2024-07-16,134.65,C,112.69
102699,31,2024-02-17,354.0,C,310.94
102700,979,2024-07-21,114.35,C,96.91
102701,491,2024-02-03,197.49,B,240.16
102702,940,2024-01-23,48.55,B,52.87
102703,659,2024-02-12,78.46,D,73.8
102704,468,2024-02-04,41.18,A,57.58
102705,874,2024-01-07,179.85,B,216.75
102706,849,2024-03-02,188.83,C,187.95
102707,396,2024-01-15,197.4,B,204.93
102708,419,2024-02-27,138.48,B,224.39
102709,858,2024-03-04,144.52,B,151.05
102710,954,2024-01-10,97.49,B,98.76
102711,373,2024-01-04,124.38,A,144.52
102712,637,2024-04-01,51.17,C,33.63
102713,328,2024-02-06,220.43,B,191.99
102714,872,2024-01-04,294.14,A,246.5
102715,537,2024-11-12,148.41,C,163.1
102716,153,2024-01-04,145.01,C,163.86
102717,749,2024-03-12,180.32,C,220.01
102718,726,2024-09-03,437.91,A,516.58
102719,653,2024-01-17,158.27,B,184.42
102720,298,2024-01-10,169.07,B,136.37
102721,143,2024-01-08,765.83,C,834.58
102722,535,2024-01-22,141.01,C,142.71
102723,796,2024-01-07,216.34,C,211.31
102724,112,2024-03-11,209.78,B,201.53
102725,269,2024-01-04,126.62,C,156.93
102726,96,2024-02-12,226.78,C,275.2
102727,331,2024-12-08,44.08,C,2.24
102728,172,2024-04-10,144.68,D,162.28
102729,462,2024-02-27,76.8,D,88.04
102730,948,2024-01-22,230.94,B,220.14
102731,291,2024-02-28,37.08,C,2.97
102732,815,2024-02-14,266.96,B,246.12
102733,235,2024-02-03,7.43,C,3.62
102734,419,2024-01-09,220.26,B,231.3
102735,306,2024-05-10,65.75,B,42.96
102736,488,2024-02-05,101.34,C,76.72
102737,87,2024-01-13,139.01,B,134.15
102738,808,2024-01-28,459.41,B,478.59
102739,333,2024-02-02,65.04,B,120.43
102740,710,2024-04-15,163.08,A,193.63
102741,733,2024-03-20,376.1,C,338.19
102742,298,2024-03-28,168.78,D,138.87
102743,143,2024-01-01,244.73,C,284.41
102744,60,2024-02-02,341.18,C,254.42
102745,826,2024-02-09,99.34,C,96.36
102746,965,2024-01-02,109.67,C,130.81
102747,801,2024-01-19,63.99,A,52.95
102748,936,2024-03-26,379.16,C,373.14
102749,2,2024-01-09,507.01,A,496.79
102750,417,2024-02-15,48.08,A,44.35
102751,153,2024-01-15,203.2,C,246.46
102752,254,2024-01-01,100.38,C,129.87
102753,571,2024-01-17,105.39,A,133.61
102754,923,2024-08-11,254.45,B,250.73
102755,952,2024-04-07,173.6,B,159.76
102756,763,2024-07-11,237.86,C,234.17
102757,368,2024-02-10,497.66,D,433.49
102758,25,2024-01-07,210.73,C,180.48
102759,133,2024-02-17,260.92,C,319.8
102760,243,2024-02-06,332.48,B,395.34
102761,62,2024-04-21,91.98,C,72.04
102762,427,2024-01-07,278.68,B,312.62
102763,616,2024-02-10,103.15,D,94.52
102764,452,2024-01-10,53.14,C,111.89
102765,78,2024-01-24,224.24,B,289.17
102766,721,2024-03-21,59.06,A,90.44
102767,105,2024-02-08,174.51,B,151.44
102768,603,2024-01-29,145.37,B,133.59
102769,676,2024-01-31,414.67,C,420.02
102770,380,2024-02-06,58.71,D,33.85
102771,866,2024-04-02,211.71,C,223.66
102772,394,2024-05-13,83.99,A,141.16
102773,115,2024-07-05,37.23,C,49.78
102774,662,2024-04-02,20.34,B,-16.75
102775,745,2024-01-23,60.86,B,84.87
102776,598,2024-03-10,58.36,C,122.33
102777,540,2024-02-04,21.39,C,-15.24
102778,48,2024-01-18,305.05,B,305.74
102779,188,2024-04-20,361.58,C,402.44
102780,596,2024-01-03,88.53,C,123.44
102781,575,2024-05-19,116.83,C,70.82
102782,514,2024-02-07,137.25,A,162.24
102783,791,2024-03-01,331.98,C,408.83
102784,51,2024-03-05,336.64,B,261.33
102785,226,2024-05-15,208.91,C,245.96
102786,368,2024-03-01,203.82,C,164.67
102787,80,2024-02-27,108.64,A,149.85
102788,924,2024-01-05,20.7,C,-18.2
102789,758,2024-02-13,133.09,C,162.37
102790,206,2024-01-10,377.24,C,369.99
102791,628,2024-03-21,95.84,C,133.11
102792,769,2024-02-13,123.56,C,165.27
102793,399,2024-03-09,286.44,D,293.83
102794,527,2024-01-03,119.32,C,108.37
102795,217,2024-01-06,137.15,D,178.35
102796,43,2024-03-16,291.01,C,310.08
102797,901,2024-01-05,20.32,C,17.3
102798,456,2024-01-05,56.92,B,47.17
102799,982,2024-01-01,539.68,C,502.08
102800,615,2024-07-07,289.53,D,265.0
102801,893,2024-03-21,316.68,A,355.98
102802,294,2024-01-27,204.95,C,201.99
102803,575,2024-01-22,224.19,B,190.46
102804,743,2024-01-26,98.62,C,100.09
102805,499,2024-03-30,132.49,C,102.77
102806,238,2024-03-05,323.36,C,348.84
102807,939,2024-01-13,112.56,C,119.81
102808,307,2024-01-12,95.85,C,93.26
102809,762,2024-01-07,162.3,D,193.31
102810,590,2024-03-05,206.03,A,224.17
102811,595,2024-03-27,393.41,C,371.46
102812,154,2024-01-19,873.17,B,917.47
102813,742,2024-01-02,72.05,A,99.71
102814,97,2024-01-06,266.49,C,217.9
102815,174,2024-07-25,176.65,C,245.55
102816,652,2024-01-22,26.72,B,36.6
102817,93,2024-03-28,453.37,C,411.34
102818,652,2024-02-28,120.69,C,128.81
102819,29,2024-01-29,114.87,C,167.63
102820,873,2024-01-14,453.27,A,407.19
102821,61,2024-01-08,158.36,C,149.6
102822,41,2024-02-27,366.38,D,418.24
102823,494,2024-03-30,137.1,C,122.74
102824,660,2024-03-02,240.27,B,194.96
102825,994,2024-02-15,150.26,C,133.64
102826,814,2024-01-03,82.94,D,108.88
102827,759,2024-07-26,245.88,C,289.1
102828,670,2024-04-06,286.86,C,296.92
102829,989,2024-01-21,166.86,A,149.23
102830,295,2024-08-22,20.79,A,28.6
102831,758,2024-02-25,58.88,B,33.18
102832,296,2024-02-22,107.72,A,94.56
102833,179,2024-03-23,429.57,B,420.5
102834,258,2024-04-10,159.92,C,196.58
102835,730,2024-03-05,424.39,C,342.61
102836,449,2024-01-09,336.27,B,308.75
102837,668,2024-01-25,114.61,C,116.84
102838,307,2024-06-06,193.84,A,191.35
102839,120,2024-01-16,292.03,C,233.46
102840,264,2024-01-28,86.81,C,62.57
102841,287,2024-02-03,276.58,A,223.05
102842,551,2024-02-04,253.51,A,299.01
102843,188,2024-02-26,82.59,B,157.51
102844,242,2024-06-20,236.69,D,266.33
102845,595,2024-01-17,153.92,A,154.8
102846,205,2024-01-08,46.95,C,42.33
102847,656,2024-01-14,107.73,C,126.69
102848,279,2024-05-10,104.47,B,141.66
102849,395,2024-03-03,481.4,C,547.53
102850,472,2024-01-21,59.86,B,70.12
102851,377,2024-04-11,95.71,B,90.37
102852,694,2024-04-28,221.29,B,225.26
102853,970,2024-04-22,173.61,C,195.99
102854,325,2024-05-30,142.45,B,133.77
102855,12,2024-01-18,140.35,C,148.0
102856,292,2024-03-25,318.99,C,324.96
102857,57,2024-02-07,84.21,A,76.1
102858,154,2024-04-20,64.0,C,96.18
102859,604,2024-03-19,20.0,C,12.3
102860,464,2024-03-30,112.65,C,125.39
102861,962,2024-03-05,49.72,A,4.94
102862,602,2024-01-12,129.4,C,120.9
102863,516,2024-02-17,28.65,C,-4.74
102864,733,2024-09-07,127.85,B,145.27
102865,656,2024-06-15,208.59,B,177.21
102866,22,2024-01-03,160.96,C,157.58
102867,704,2024-01-11,260.01,C,226.2
102868,107,2024-01-09,358.17,B,369.35
102869,326,2024-03-18,204.57,C,193.89
102870,732,2024-04-12,164.0,C,174.53
102871,907,2024-01-15,226.09,B,225.97
102872,426,2024-02-12,209.84,C,202.15
102873,239,2024-04-20,293.84,D,266.86
102874,341,2024-03-20,172.42,C,187.47
102875,730,2024-02-16,54.34,C,98.83
102876,39,2024-02-23,346.25,C,357.41
102877,757,2024-02-12,30.7,B,43.53
102878,943,2024-01-22,276.55,C,344.28
102879,662,2024-02-19,222.44,B,208.36
102880,30,2024-03-11,226.75,D,180.35
102881,414,2024-05-03,176.15,C,174.41
102882,161,2024-03-01,92.51,C,84.84
102883,616,2024-03-26,152.76,D,171.04
102884,670,2024-01-11,380.48,D,407.71
102885,933,2024-02-07,232.01,C,300.83
102886,309,2024-01-01,233.84,C,237.36
102887,414,2024-01-17,387.01,A,383.11
102888,922,2024-03-18,418.09,C,429.2
102889,134,2024-10-15,285.54,B,297.94
102890,566,2024-01-07,579.28,D,496.2
102891,952,2024-01-31,230.89,C,304.82
102892,900,2024-04-06,284.84,B,285.46
102893,335,2024-01-14,329.16,B,259.21
102894,36,2024-02-18,404.09,C,470.96
102895,831,2024-03-20,76.35,C,79.47
102896,643,2024-02-27,50.11,B,26.87
102897,825,2024-01-13,57.9,B,40.27
102898,80,2024-01-27,113.24,C,101.1
102899,784,2024-04-01,337.03,C,376.0
102900,936,2024-02-18,137.93,A,161.3
102901,437,2024-01-01,153.66,A,153.93
102902,987,2024-03-26,50.17,B,54.8
102903,120,2024-01-03,55.77,C,35.54
102904,134,2024-03-23,110.22,A,111.23
102905,405,2024-01-14,88.72,B,99.57
102906,717,2024-07-09,289.4,C,277.21
102907,265,2024-01-28,49.89,B,52.07
102908,233,2024-01-24,61.97,C,74.49
102909,447,2024-01-10,209.3,C,261.45
102910,427,2024-01-22,139.4,A,129.84
102911,968,2024-05-05,130.27,A,131.16
102912,28,2024-12-02,334.11,B,319.61
102913,301,2024-01-28,133.33,C,134.91
102914,570,2024-02-05,171.26,A,141.36
102915,979,2024-03-17,111.12,A,90.46
102916,29,2024-05-10,153.98,C,152.06
102917,863,2024-02-23,296.22,C,242.12
102918,377,2024-01-30,122.29,C,98.22
102919,950,2024-02-01,191.67,C,240.11
102920,313,2024-03-12,123.66,B,148.1
102921,33,2024-01-01,19.06,B,11.97
102922,454,2024-02-27,90.96,C,96.68
102923,960,2024-01-27,108.59,A,58.13
102924,620,2024-04-04,170.12,C,180.46
102925,900,2024-01-06,255.26,A,285.54
102926,501,2024-02-23,143.41,C,116.05
102927,272,2024-02-09,120.39,C,109.09
102928,501,2024-03-02,202.26,D,169.25
102929,899,2024-01-05,164.11,B,195.39
102930,857,2024-02-22,49.48,C,40.36
102931,703,2024-02-19,426.21,C,403.3
102932,593,2024-02-19,127.57,C,102.1
102933,918,2024-02-25,164.09,B,132.36
102934,82,2024-03-08,39.83,A,34.67
102935,608,2024-04-08,348.06,B,334.11
102936,146,2024-01-19,114.1,A,42.27
102937,569,2024-04-14,457.05,B,475.49
102938,730,2024-02-11,158.04,B,178.98
102939,754,2024-01-05,244.43,C,228.89
102940,921,2024-01-04,122.9,B,117.12
102941,284,2024-01-25,53.25,B,111.76
102942,680,2024-04-02,220.73,B,287.34
102943,919,2024-03-14,219.03,C,183.29
102944,136,2024-04-03,14.1,B,-8.33
102945,653,2024-02-13,48.16,D,45.13
102946,172,2024-02-04,342.8,C,279.93
102947,889,2024-01-10,114.72,B,129.8
102948,559,2024-01-24,266.24,C,270.51
102949,10,2024-02-04,603.1,C,660.38
102950,297,2024-01-06,229.08,A,236.67
102951,707,2024-01-15,160.04,B,164.83
102952,330,2024-02-24,90.06,B,73.37
102953,433,2024-03-20,202.77,C,181.43
102954,448,2025-01-19,219.98,C,132.5
102955,15,2024-06-11,173.34,A,145.23
102956,216,2024-03-02,273.74,A,273.97
102957,701,2024-02-02,58.28,C,85.45
102958,253,2024-03-01,175.81,B,180.94
102959,330,2024-04-02,160.58,B,161.13
102960,564,2024-01-08,102.2,C,136.21
102961,981,2024-02-01,216.19,B,210.12
102962,430,2024-04-19,52.9,C,33.79
102963,59,2024-01-30,85.19,C,91.56
102964,176,2024-02-20,125.07,B,167.77
102965,374,2024-02-23,140.77,C,211.57
102966,998,2024-01-13,224.34,C,221.7
102967,295,2024-01-27,241.61,C,299.53
102968,638,2024-01-25,82.91,A,106.75
102969,554,2024-01-02,454.41,C,463.99
102970,307,2024-01-02,214.72,C,156.2
102971,818,2024-04-16,545.76,C,606.83
102972,348,2024-01-20,398.39,B,352.54
102973,361,2024-02-13,104.43,B,105.96
102974,766,2024-01-22,52.67,C,45.92
102975,66,2024-06-18,40.73,C,55.7
102976,937,2024-01-19,16.56,C,20.5
102977,570,2024-02-03,193.91,B,203.27
102978,639,2024-05-03,97.49,C,104.81
102979,516,2024-04-20,252.02,C,273.03
102980,235,2024-01-13,101.85,C,103.33
102981,433,2024-04-07,81.99,C,35.03
102982,387,2024-02-06,241.11,A,243.44
102983,32,2024-02-09,637.22,B,711.72
102984,687,2024-01-09,392.1,C,373.41
102985,574,2024-01-06,244.02,C,326.05
102986,226,2024-03-19,365.75,B,410.17
102987,144,2024-02-11,225.95,D,252.84
102988,452,2024-02-04,14.18,B,37.31
102989,18,2024-03-19,276.87,C,286.36
102990,732,2024-03-28,238.21,D,178.48
102991,746,2024-01-11,316.71,C,294.26
102992,390,2024-02-26,96.89,C,125.63
102993,747,2024-01-09,350.81,C,312.04
102994,362,2024-03-24,57.42,B,2.4
102995,321,2024-03-05,183.44,D,236.42
102996,592,2024-07-07,162.49,A,132.92
102997,293,2024-01-05,8.06,D,-17.13
102998,73,2024-01-04,106.63,C,87.77
102999,959,2024-01-20,235.76,B,275.34
103000,849,2024-01-19,109.03,B,139.2
103001,100,2024-01-18,427.14,C,453.76
103002,482,2024-05-22,194.54,C,240.46
103003,256,2024-01-18,133.52,C,192.27
103004,315,2024-01-20,352.11,B,405.75
103005,863,2024-03-26,117.29,C,125.99
103006,162,2024-02-05,62.3,D,55.87
103007,293,2024-03-30,249.1,C,258.05
103008,162,2024-01-05,51.85,C,80.81
103009,941,2024-02-10,110.77,B,134.95
103010,869,2024-01-03,169.8,C,209.89
103011,641,2024-01-04,132.24,B,154.37
103012,309,2024-05-22,967.38,C,1144.52
103013,765,2024-01-09,227.66,B,224.71
103014,574,2024-02-15,150.89,C,182.84
103015,143,2024-02-01,99.34,D,129.65
103016,223,2024-01-26,213.43,C,243.33
103017,307,2024-05-18,362.31,A,259.08
103018,14,2024-01-02,34.66,C,44.99
103019,876,2024-03-06,209.36,C,154.88
103020,610,2024-07-17,144.11,B,188.58
103021,571,2024-02-19,286.89,C,195.12
103022,180,2024-06-14,171.4,C,187.7
103023,513,2024-01-04,233.31,C,233.91
103024,227,2024-02-02,569.36,C,532.37
103025,459,2024-01-19,293.55,B,329.74
103026,145,2024-03-19,131.57,D,214.29
103027,824,2024-08-26,70.71,C,51.54
103028,645,2024-01-18,144.41,C,103.49
103029,657,2024-03-04,71.72,B,93.64
103030,786,2024-01-14,183.0,C,204.45
103031,857,2024-02-19,183.4,A,245.27
103032,823,2024-02-07,42.78,B,5.43
103033,483,2024-08-02,179.27,C,160.65
103034,559,2024-02-26,458.98,C,544.2
103035,720,2024-01-26,174.42,A,175.17
103036,751,2024-01-08,120.42,A,86.44
103037,433,2024-01-10,277.71,A,315.2
103038,242,2024-01-16,146.87,C,129.95
103039,919,2024-01-18,156.17,C,202.77
103040,616,2024-04-24,352.12,C,363.14
103041,277,2024-02-19,76.25,C,79.14
103042,669,2024-02-14,312.49,A,332.33
103043,188,2024-01-08,40.51,B,51.38
103044,686,2024-04-28,612.5,C,676.08
103045,100,2024-03-17,78.25,C,83.14
103046,522,2024-01-05,177.18,C,118.9
103047,84,2024-03-14,411.05,A,400.88
103048,53,2024-02-17,41.61,C,92.16
103049,127,2024-01-06,109.31,B,83.9
103050,647,2024-02-06,295.55,C,279.52
103051,286,2024-02-09,27.09,C,41.44
103052,861,2024-01-11,237.31,C,212.25
103053,55,2024-06-23,212.68,C,197.05
103054,756,2024-04-23,23.13,B,-5.35
103055,577,2024-03-07,19.21,A,25.42
103056,21,2024-02-07,16.53,B,5.17
103057,775,2024-02-01,205.34,C,236.4
103058,300,2024-03-04,88.97,C,84.39
103059,836,2024-02-17,37.42,C,52.23
103060,359,2024-01-04,328.11,D,284.39
103061,760,2024-02-13,432.74,D,429.13
103062,143,2024-04-08,414.8,C,429.0
103063,610,2024-02-06,177.83,C,191.53
103064,2,2024-01-04,20.23,C,35.66
103065,357,2024-04-02,35.76,D,36.56
103066,643,2024-01-14,57.62,C,77.0
103067,688,2024-01-18,93.76,B,65.81
103068,452,2024-01-11,407.05,A,442.61
103069,47,2024-01-25,217.22,D,229.57
103070,753,2024-03-25,170.0,D,173.46
103071,427,2024-02-13,184.52,C,198.21
103072,868,2024-01-14,315.14,B,222.16
103073,539,2024-05-06,301.27,C,262.18
103074,900,2024-05-07,168.31,D,128.8
103075,548,2024-05-02,360.82,C,358.38
103076,851,2024-01-17,111.03,B,122.08
103077,866,2024-02-06,288.88,C,299.65
103078,848,2024-09-08,353.98,A,346.02
103079,692,2024-03-29,313.21,C,323.37
103080,941,2024-01-02,68.4,B,91.26
103081,488,2024-01-05,139.19,C,96.89
103082,563,2024-02-07,25.33,B,8.85
103083,342,2024-05-23,47.81,A,62.83
103084,672,2024-02-16,132.09,C,116.33
103085,770,2024-02-11,175.17,A,224.67
103086,529,2024-01-07,216.57,C,212.73
103087,279,2024-03-05,46.8,B,107.46
103088,172,2024-04-13,147.53,C,138.55
103089,302,2024-01-29,323.9,B,305.6
103090,396,2024-03-30,198.79,C,207.38
103091,566,2024-07-19,245.61,B,188.38
103092,525,2024-01-14,175.26,B,195.75
103093,714,2024-02-14,86.91,C,61.77
103094,964,2024-01-21,63.21,A,70.3
103095,327,2024-04-04,139.08,D,117.92
103096,758,2024-02-21,267.44,C,295.73
103097,450,2024-03-01,75.01,D,52.87
103098,783,2024-04-05,108.21,A,146.8
103099,740,2024-01-31,167.61,A,196.62
103100,62,2024-05-27,488.19,B,490.2
103101,201,2024-02-15,209.34,C,247.44
103102,664,2024-01-11,204.72,B,260.3
103103,70,2024-03-12,122.94,C,112.61
103104,701,2024-04-04,500.77,C,459.21
103105,497,2024-01-23,179.0,B,222.76
103106,839,2024-04-26,333.11,C,355.55
103107,208,2024-05-21,63.38,D,115.48
103108,465,2024-01-20,151.58,C,190.01
103109,478,2024-09-03,889.26,D,919.57
103110,456,2024-01-10,182.59,B,193.55
103111,131,2024-01-14,118.95,A,74.08
103112,473,2024-01-13,341.96,B,363.91
103113,669,2024-05-14,129.1,C,106.77
103114,277,2024-03-04,136.25,C,127.75
103115,54,2024-01-10,28.09,B,23.94
103116,756,2024-02-04,15.2,C,40.99
103117,390,2024-02-27,224.76,B,139.07
103118,889,2024-01-06,110.04,D,136.64
103119,215,2024-05-08,256.44,B,232.71
103120,11,2024-04-07,213.25,B,179.55
103121,454,2024-02-12,175.91,C,196.21
103122,411,2024-07-23,137.04,A,186.12
103123,731,2024-02-02,79.9,C,61.26
103124,717,2024-09-05,73.88,C,71.58
103125,893,2024-03-07,39.89,D,3.68
103126,956,2024-03-01,162.15,C,196.54
103127,713,2024-01-11,488.81,C,457.3
103128,584,2024-05-08,644.11,B,614.35
103129,109,2024-02-03,77.3,C,51.43
103130,27,2024-01-11,307.23,C,240.63
103131,416,2024-01-01,404.46,C,328.55
103132,349,2024-02-19,96.76,C,112.03
103133,289,2024-02-14,276.93,C,262.93
103134,517,2024-03-17,362.59,B,422.98
103135,486,2024-05-12,39.23,C,70.1
103136,265,2024-01-05,232.0,C,257.05
103137,653,2024-03-19,64.09,B,66.49
103138,225,2024-01-13,239.05,C,216.92
103139,350,2024-04-27,166.38,C,242.22
103140,886,2024-04-12,30.66,D,5.17
103141,89,2024-02-16,90.38,C,116.96
103142,646,2024-03-15,80.96,B,74.03
103143,103,2024-01-23,352.8,C,376.68
103144,330,2024-02-08,154.8,D,158.92
103145,932,2024-04-13,74.67,B,85.44
103146,125,2024-02-06,258.77,C,255.05
103147,946,2024-01-27,131.52,B,171.65
103148,957,2024-02-10,193.94,C,188.92
103149,304,2024-04-15,145.12,A,148.4
103150,83,2024-01-25,629.32,C,540.28
103151,267,2024-01-12,192.63,D,162.53
103152,401,2024-03-15,280.73,C,311.7
103153,386,2024-04-14,351.69,C,300.86
103154,775,2024-01-07,156.11,D,110.76
103155,361,2024-01-17,410.54,B,373.56
103156,57,2024-01-10,309.31,C,378.46
103157,799,2024-01-26,18.07,C,10.68
103158,377,2024-02-05,86.26,C,73.75
103159,187,2024-03-23,158.02,B,129.78
103160,479,2024-03-04,172.57,C,167.67
103161,686,2024-02-28,98.85,B,128.13
103162,337,2024-01-27,226.88,C,246.41
103163,847,2024-04-20,128.53,D,150.81
103164,647,2024-02-08,161.43,C,183.27
103165,94,2024-08-20,124.15,A,142.97
103166,487,2024-03-01,138.06,D,115.76
103167,398,2024-01-09,67.7,C,25.65
103168,863,2024-03-08,212.89,A,239.3
103169,521,2024-01-24,249.02,C,180.62
103170,521,2024-03-10,47.14,B,34.9
103171,113,2024-01-05,100.92,B,97.0
103172,122,2024-01-12,170.57,C,137.27
103173,386,2024-04-26,474.47,C,583.96
103174,620,2024-01-16,66.75,A,83.63
103175,342,2024-04-18,127.79,B,120.96
103176,784,2024-01-20,111.07,D,166.73
103177,770,2024-03-02,203.83,C,205.66
103178,463,2024-03-12,66.06,C,73.32
103179,710,2024-02-13,95.7,C,23.78
103180,919,2024-01-22,617.77,A,664.62
103181,382,2024-01-15,21.05,C,21.31
103182,630,2024-01-03,155.84,C,223.96
103183,156,2024-01-22,162.46,C,176.64
103184,128,2024-03-04,114.45,C,98.94
103185,43,2024-06-16,347.99,C,374.08
103186,575,2024-05-02,190.72,C,198.78
103187,381,2024-03-28,505.1,C,421.48
103188,657,2024-04-03,29.94,C,-0.03
103189,932,2024-03-06,226.07,B,175.35
103190,275,2024-01-19,201.19,B,216.31
103191,389,2024-05-22,241.5,C,216.21
103192,23,2024-03-07,327.41,B,289.26
103193,876,2024-02-19,418.17,D,537.13
103194,787,2024-01-08,566.94,C,529.83
103195,384,2024-02-05,53.22,C,32.9
103196,129,2024-02-07,229.35,C,167.24
103197,411,2024-04-29,362.42,C,299.37
103198,811,2024-02-17,153.92,D,113.07
103199,281,2024-01-29,72.14,C,60.79
103200,182,2024-08-13,73.47,B,68.69
103201,774,2024-01-08,91.8,C,174.46
103202,228,2024-02-02,214.98,D,274.58
103203,763,2024-01-03,96.31,A,66.92
103204,81,2024-03-21,169.28,D,134.84
103205,588,2024-05-30,39.29,C,54.57
103206,281,2024-01-20,39.14,C,72.44
103207,714,2024-04-27,259.31,A,239.88
103208,631,2024-01-21,6.82,B,-27.82
103209,764,2024-05-24,435.98,D,382.19
103210,634,2024-03-25,216.66,B,169.08
103211,174,2024-04-08,48.12,C,21.2
103212,359,2024-01-02,207.47,B,241.79
103213,571,2024-07-16,114.0,C,120.54
103214,375,2024-03-18,70.15,B,68.19
103215,55,2024-01-22,374.65,C,328.5
103216,664,2024-04-16,243.49,B,234.6
103217,331,2024-01-20,99.16,C,58.07
103218,664,2024-05-03,83.83,B,102.41
103219,387,2024-01-08,524.62,C,480.0
103220,680,2024-03-13,220.91,C,271.71
103221,148,2024-02-16,172.04,D,150.5
103222,343,2024-01-07,82.99,C,88.38
103223,197,2024-01-17,81.56,D,109.54
103224,124,2024-01-01,621.28,C,689.15
103225,740,2024-02-07,268.8,D,241.37
103226,333,2024-01-22,159.9,B,181.82
103227,484,2024-02-24,43.92,A,11.91
103228,454,2024-01-22,108.05,C,52.12
103229,706,2024-01-22,219.95,C,217.82
103230,349,2024-03-22,362.02,B,349.17
103231,453,2024-01-03,181.74,D,199.37
103232,79,2024-05-19,358.34,B,387.59
103233,8,2024-04-24,183.06,C,234.11
103234,866,2024-03-07,337.48,D,301.88
103235,373,2024-02-23,135.04,D,113.21
103236,567,2024-05-13,338.01,C,393.71
103237,549,2024-01-13,112.9,C,99.58
103238,858,2024-01-05,278.39,A,239.32
103239,457,2024-01-17,194.86,A,210.96
103240,761,2024-04-04,13.66,D,-45.48
103241,712,2024-01-03,87.88,B,60.27
103242,270,2024-02-22,772.97,A,919.26
103243,432,2024-11-19,242.27,C,233.48
103244,601,2024-04-26,108.25,B,132.69
103245,226,2024-02-14,42.89,B,4.97
103246,323,2024-01-04,177.08,B,131.68
103247,672,2024-04-16,239.53,B,215.78
103248,420,2024-02-24,107.24,D,116.16
103249,901,2024-01-08,203.86,B,247.74
103250,335,2024-01-06,376.94,C,410.0
103251,122,2024-05-24,75.41,B,96.88
103252,476,2024-03-07,103.13,C,71.15
103253,786,2024-04-16,33.25,B,36.09
103254,237,2024-05-06,389.13,C,447.53
103255,779,2024-02-20,121.72,C,97.41
103256,842,2024-02-13,490.98,B,498.93
103257,644,2024-02-03,10.25,C,46.34
103258,382,2024-01-23,212.35,A,187.61
103259,404,2024-02-04,254.71,A,301.36
103260,389,2024-03-30,242.56,C,272.34
103261,447,2024-02-25,306.01,C,275.97
103262,694,2024-05-13,195.18,C,184.54
103263,193,2024-02-05,186.7,A,258.26
103264,461,2024-02-26,35.8,A,65.79
103265,110,2024-02-29,151.52,A,102.61
103266,214,2024-02-23,190.32,D,156.64
103267,752,2024-03-13,90.21,B,44.23
103268,653,2024-01-17,79.18,C,103.75
103269,463,2024-02-13,240.03,C,269.4
103270,585,2024-01-07,285.18,C,359.1
103271,515,2024-01-30,84.27,C,73.24
103272,2,2024-02-10,137.37,B,122.82
103273,396,2024-03-04,215.68,C,189.69
103274,344,2024-06-29,91.76,B,94.31
103275,210,2024-02-25,164.26,A,153.51
103276,824,2024-03-22,199.54,A,196.02
103277,58,2024-02-12,550.63,C,537.18
103278,484,2024-03-01,139.08,A,213.99
103279,729,2024-01-05,28.24,A,40.27
103280,948,2024-01-18,38.14,C,116.63
103281,911,2024-01-27,91.34,B,81.9
103282,769,2024-02-08,124.55,A,122.89
103283,968,2024-01-03,361.37,A,346.19
103284,113,2024-01-10,145.1,D,145.2
103285,485,2024-01-20,243.58,D,217.83
103286,71,2024-08-01,424.83,C,522.24
103287,483,2024-01-25,277.62,C,274.96
103288,614,2024-02-09,126.99,C,157.99
103289,45,2024-01-14,152.38,C,98.79
103290,656,2024-02-26,165.23,C,152.33
103291,635,2024-01-20,444.05,D,429.24
103292,785,2024-01-14,339.74,C,325.56
103293,742,2024-02-13,326.16,C,301.5
103294,542,2024-01-01,230.71,A,242.06
103295,805,2024-01-01,196.05,C,199.67
103296,786,2024-01-15,146.15,C,129.38
103297,996,2024-01-03,55.09,C,68.34
